Number,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Gender,Age,BloodType,Kilograms,FeetInches
284,Mr.,Kenneth,E,Reynolds,Saenz,6/11/1994,male,22,A+,92.9,"5' 10"""
285,Mr.,Augustine,D,Mitchell,Macdonald,10/3/2005,male,11,A+,43.1,"4' 7"""
286,Mr.,Julio,K,Brisco,Harville,2/17/2003,male,13,B+,33.1,"5' 4"""
287,Mr.,Jay,M,Deitch,Faulkner,1/25/2012,male,4,A+,21.8,"3' 3"""
288,Mr.,Robert,A,Cornelius,Gwinn,7/14/2007,male,9,B+,25.2,"4' 2"""
289,Mr.,Victor,M,Wash,Clark,6/28/2009,male,7,O+,24.2,"3' 8"""
290,Mr.,Brendon,M,Allison,Whitmore,3/5/2006,male,10,B+,44.6,"5' 0"""
291,Mr.,James,M,Barone,Votaw,11/2/2013,male,3,B+,19.0,"3' 4"""
292,Mr.,Larry,J,Hahn,Morrison,4/21/2014,male,2,O+,15.3,"3' 0"""
293,Mr.,Robert,C,Arnold,Martini,9/9/2000,male,16,O+,80.0,"5' 8"""
294,Mr.,Dustin,B,Rucker,Huffman,6/8/1996,male,20,A+,68.3,"5' 5"""
295,Mr.,James,R,Tolbert,Adams,8/19/2000,male,16,A+,68.0,"5' 3"""
296,Mr.,Bart,M,Morin,McFarland,6/5/2006,male,10,O+,46.8,"4' 11"""
297,Mr.,Neal,N,Brown,Moorman,2/14/1999,male,17,O+,63.4,"5' 4"""
298,Mr.,Ivan,A,Miles,Stanley,1/27/2006,male,10,O+,29.3,"4' 10"""
299,Mr.,Devin,L,Hicks,Adams,10/31/2003,male,13,O+,66.4,"4' 9"""
300,Mr.,Jonathan,F,Davidson,Breland,11/23/2012,male,3,A+,11.4,"3' 1"""
301,Mr.,Santiago,D,Hoppe,Roberson,7/8/2003,male,13,A+,50.3,"5' 5"""
302,Mr.,Dennis,J,Simpson,Schmitt,11/17/2009,male,7,A-,24.4,"3' 11"""
303,Mr.,Robert,M,Long,Byrom,12/12/2011,male,4,A+,17.8,"3' 8"""
304,Mr.,Carlos,J,Martinez,Ellis,10/31/1996,male,20,O+,77.1,"5' 7"""
305,Mr.,Brandon,S,Ledbetter,Dibella,2/12/2013,male,3,A+,18.4,"2' 11"""
306,Mr.,Fred,M,Guidry,Macdonald,4/10/2009,male,7,B+,29.2,"4' 2"""
307,Mr.,Myron,B,Franklin,Jeffrey,10/13/2012,male,4,O+,15.1,"3' 3"""
308,Mr.,John,M,Ortega,Copher,5/11/2013,male,3,B+,17.6,"3' 3"""
309,Mr.,Wilbur,A,Rose,Leal,11/25/2007,male,8,B+,21.2,"4' 1"""
310,Mr.,Walter,F,Gerst,Anderson,4/5/2008,male,8,A+,35.5,"4' 0"""
311,Mr.,Ronald,P,Porter,Owens,10/9/1996,male,20,B+,79.9,"5' 9"""
312,Mr.,Ricky,E,Merlin,Stewart,12/3/2009,male,6,A+,24.2,"3' 10"""
313,Mr.,Walter,A,Coppa,Munoz,11/14/1998,male,18,A+,79.8,"5' 8"""
314,Mr.,Steven,H,Vasquez,Stemple,2/10/2005,male,11,A+,40.9,"5' 2"""
315,Mr.,Myron,M,Mendonca,Harris,4/11/2014,male,2,B+,13.4,"3' 0"""
316,Mr.,Frank,J,White,Boyle,12/27/2013,male,2,A+,15.8,"3' 0"""
317,Mr.,David,P,Fitzgerald,Krause,4/26/2013,male,3,A+,14.3,"2' 11"""
318,Mr.,Samuel,H,Brim,Wiles,1/24/2007,male,9,AB+,36.2,"4' 5"""
319,Mr.,Manuel,R,Hatley,Burdick,7/4/2007,male,9,O+,43.4,"4' 9"""
320,Mr.,George,R,Wilkinson,White,6/3/1994,male,22,B-,95.9,"6' 0"""
321,Mr.,Kenneth,C,Smith,Chartrand,2/18/1999,male,17,A+,54.3,"5' 5"""
322,Mr.,Jacob,C,Bailey,Mazzariello,2/14/2008,male,8,A+,26.8,"4' 1"""
323,Mr.,Charles,S,Cassidy,Norman,6/6/2006,male,10,B+,25.0,"4' 4"""
324,Mr.,Matthew,S,Aderholt,Peeler,6/14/2014,male,2,B+,11.0,"2' 11"""
325,Mr.,James,C,Hall,Darrow,6/5/2013,male,3,O+,13.0,"2' 11"""
326,Mr.,John,M,Kennedy,Coppock,7/3/1998,male,18,A+,96.0,"5' 11"""
327,Mr.,Raymond,P,Nelson,Apple,11/7/2005,male,11,A+,49.2,"4' 8"""
328,Mr.,Shawn,B,Demby,Pavlik,7/17/2002,male,14,B-,52.9,"5' 2"""
329,Mr.,Thomas,D,Magers,McPherson,5/20/2010,male,6,A+,20.3,"3' 9"""
330,Mr.,James,W,McLaughlin,Loftus,10/6/2003,male,13,O+,43.6,"4' 10"""
331,Mr.,Gene,E,Butler,Cope,6/26/2013,male,3,O+,12.7,"2' 11"""
332,Mr.,Andy,P,Stribling,Johnston,5/18/2008,male,8,A+,37.1,"4' 4"""
333,Mr.,John,B,Chambers,Watson,7/13/2010,male,6,O+,26.6,"3' 8"""
334,Mr.,Gregory,V,Ullman,Richards,8/25/2004,male,12,B+,42.9,"5' 3"""
335,Mr.,David,L,Hall,Black,7/29/2009,male,7,B+,25.1,"3' 8"""
336,Mr.,Hiram,T,Clayborne,Stoltz,12/28/2012,male,3,A+,11.1,"3' 4"""
337,Mr.,Richard,A,Randall,Adamo,10/7/2006,male,10,A+,34.2,"4' 11"""
338,Mr.,Harry,J,Katz,Russell,3/9/2005,male,11,A+,45.2,"4' 8"""
339,Mr.,Jeff,V,Ortiz,Patton,10/19/2013,male,3,O+,13.2,"3' 5"""
340,Mr.,Jordan,J,Miller,Permenter,7/9/1999,male,17,B+,72.7,"5' 4"""
341,Mr.,Jonathan,A,Chewning,Schroeder,2/17/2001,male,15,B+,74.9,"5' 3"""
342,Mr.,Carlton,E,Bruck,Adams,2/17/2001,male,15,O+,52.3,"5' 9"""
343,Mr.,Carmine,B,McDaniels,Jones,12/15/2013,male,2,O+,10.6,"2' 11"""
344,Mr.,Mark,L,Evans,Hernandez,9/17/2000,male,16,A+,64.3,"5' 11"""
345,Mr.,Andres,L,Cook,Bolton,12/14/1995,male,20,O+,84.9,"5' 7"""
346,Mr.,Terry,R,Monnier,Ramirez,7/19/2000,male,16,O+,76.5,"5' 3"""
347,Mr.,Connie,K,Rice,Johnston,2/4/2010,male,6,O+,25.4,"3' 8"""
348,Mr.,Matthew,L,Whitfield,Lonon,10/4/2013,male,3,O+,16.2,"3' 0"""
349,Mr.,Mark,E,Harrell,Belknap,1/14/1996,male,20,AB+,76.7,"5' 7"""
350,Mr.,Roger,D,Wynn,Kulik,8/28/2009,male,7,O+,31.0,"4' 2"""
351,Mr.,Charles,K,Leon,McGee,6/23/2014,male,2,O+,10.3,"2' 10"""
352,Dr.,Jeffrey,K,Myrick,White,10/14/2006,male,10,B-,42.2,"4' 10"""
353,Mr.,Walter,J,Perez,Clifton,7/21/2010,male,6,O-,25.5,"3' 7"""
354,Mr.,Larry,A,Garcia,Vargas,9/10/1994,male,22,B+,72.0,"5' 8"""
355,Mr.,Howard,K,Morris,Mellen,2/4/2009,male,7,B+,24.7,"4' 0"""
356,Mr.,William,M,Davis,Farner,6/17/1994,male,22,A+,94.8,"5' 6"""
357,Mr.,Mike,C,Brown,Lee,9/20/2012,male,4,O+,17.2,"3' 2"""
358,Mr.,Ian,Z,Rudolph,McCoy,9/8/2011,male,5,B+,24.1,"3' 8"""
359,Mr.,Kelly,S,Trevino,Douglas,6/13/2002,male,14,O+,59.1,"5' 9"""
360,Mr.,James,J,Bullen,Vanwinkle,5/19/2001,male,15,A+,48.3,"5' 11"""
361,Mr.,Bud,A,Coker,Daniels,11/13/2004,male,12,O+,43.1,"5' 2"""
362,Mr.,Kenneth,J,Nolan,Schneider,11/5/2001,male,15,A+,66.5,"5' 2"""
363,Mr.,Larry,S,Torres,Harvey,11/19/2000,male,16,B-,53.4,"6' 1"""
364,Mr.,Jeramy,L,Carroll,Melendez,7/20/2013,male,3,A-,11.9,"3' 1"""
365,Mr.,Wesley,H,Meekins,Dixon,3/20/2013,male,3,A+,18.7,"3' 1"""
366,Mr.,William,B,Foss,Wharton,2/27/2012,male,4,A-,17.0,"3' 7"""
367,Mr.,Steven,V,Stansberry,Lorentzen,11/7/1994,male,22,O+,95.3,"5' 9"""
368,Mr.,Aaron,M,Neumann,Keele,5/4/2008,male,8,O+,26.3,"4' 4"""
369,Mr.,Stephen,S,Barker,Kempf,10/27/2009,male,7,O+,29.3,"4' 1"""
370,Mr.,Manuel,K,Dossett,Mangus,4/30/2003,male,13,A+,51.3,"5' 3"""
371,Mr.,Ken,L,Jarrell,O'Connor,12/28/2005,male,10,B+,34.3,"4' 9"""
372,Mr.,Matt,P,Hosey,Harris,7/13/1995,male,21,O+,103.2,"6' 0"""
373,Mr.,David,T,Winbush,Ewers,7/23/1997,male,19,O+,91.2,"5' 5"""
374,Mr.,Kelvin,K,Holder,Bruce,1/3/2012,male,4,B+,14.7,"3' 7"""
375,Mr.,Edmund,J,Raper,Dooley,10/5/2010,male,6,O+,24.9,"3' 8"""
376,Mr.,Charles,M,Cole,Rucks,7/1/2010,male,6,B+,23.0,"3' 7"""
377,Mr.,David,R,Walker,Williams,7/31/2011,male,5,A+,24.4,"3' 6"""
378,Mr.,Charles,P,Bell,Revels,3/17/1996,male,20,O+,74.7,"5' 4"""
379,Mr.,Michael,V,Baumbach,Lee,7/9/2001,male,15,B+,75.0,"5' 11"""
380,Mr.,Cory,M,Waldrop,Wilkins,4/30/1999,male,17,B+,61.9,"5' 10"""
381,Mr.,Matthew,H,Ricci,Morgan,2/5/1999,male,17,B-,49.6,"6' 2"""
382,Mr.,Jonathan,A,Osborne,Chase,6/5/2000,male,16,O+,74.1,"6' 1"""
383,Mr.,Andrew,V,Malone,Bone,3/21/1995,male,21,O+,101.7,"5' 11"""
384,Mr.,William,V,Slick,Barber,1/15/1994,male,22,O+,86.5,"5' 10"""
385,Mr.,Eric,S,Pollard,Frey,6/20/2002,male,14,A-,43.9,"5' 6"""
386,Dr.,Justin,C,Martinez,Cooper,5/3/2004,male,12,A+,60.3,"5' 1"""
387,Mr.,Rodney,V,Brown,Kirkland,1/2/1999,male,17,O-,60.5,"6' 0"""
388,Mr.,Wayne,S,Reed,Cabrera,5/21/2010,male,6,O+,17.5,"3' 10"""
389,Mr.,Leo,A,Cutshall,Lynch,9/15/2012,male,4,B+,15.2,"3' 3"""
390,Mr.,Frank,C,Jones,Andrews,12/19/2011,male,4,B+,21.6,"3' 3"""
391,Mr.,Brian,J,Graham,Mathis,11/18/1998,male,18,A+,64.2,"5' 7"""
392,Mr.,Kenneth,R,Elmore,Hughes,9/6/2000,male,16,O+,52.3,"5' 11"""
393,Mr.,William,M,Bloomfield,Hawkins,12/22/1999,male,16,B+,74.0,"5' 9"""
394,Mr.,Kris,K,Guthrie,Rust,5/23/1998,male,18,A+,78.6,"5' 7"""
395,Dr.,John,C,Coleman,Cohen,7/28/2008,male,8,O+,37.7,"4' 7"""
396,Mr.,Clair,M,Haag,Bruner,11/28/1995,male,20,O+,55.5,"5' 7"""
397,Mr.,Joe,R,Kaminsky,Wells,9/15/2005,male,11,B+,30.0,"4' 8"""
398,Mr.,Carl,C,Trosper,Kent,6/13/2005,male,11,O+,42.2,"4' 8"""
399,Mr.,Alan,J,McKay,Hash,11/2/2001,male,15,O+,64.6,"5' 9"""
400,Mr.,Alex,P,Matthews,Jones,11/18/2002,male,14,B+,69.2,"5' 10"""
401,Mr.,Robert,L,French,Peiffer,12/20/2003,male,12,O-,45.0,"4' 9"""
402,Mr.,Jackie,M,Serrano,Gonzalez,8/10/1998,male,18,A-,74.1,"5' 10"""
403,Mr.,David,T,Camacho,Curtiss,9/21/1994,male,22,B+,93.8,"6' 0"""
404,Mr.,Gary,S,Brown,Wood,8/21/2013,male,3,O+,14.9,"3' 2"""
405,Mr.,Walter,R,Grego,Barnes,10/14/1995,male,21,O+,62.0,"6' 3"""
406,Mr.,Joseph,L,Caddell,Payan,4/17/2010,male,6,O+,22.1,"3' 8"""
407,Mr.,Scott,E,Keene,Hadden,4/6/2004,male,12,B+,38.6,"4' 7"""
408,Mr.,Richard,D,Davis,Kirk,6/7/2014,male,2,O-,12.2,"3' 0"""
409,Mr.,Levi,C,Sullivan,Clark,4/19/2008,male,8,O+,32.2,"4' 0"""
410,Mr.,Frank,B,Brock,Steffens,9/7/2002,male,14,A+,72.7,"5' 6"""
411,Mr.,Doug,C,Mendez,Long,3/2/2005,male,11,O-,26.8,"4' 11"""
412,Mr.,Jacob,R,Pittman,McGaugh,10/8/2002,male,14,A+,65.1,"5' 9"""
413,Mr.,Frank,J,Hancock,Thomas,2/4/2004,male,12,B+,63.4,"4' 8"""
414,Mr.,Ralph,A,Lowman,Cunningham,11/23/2008,male,7,B+,18.9,"3' 11"""
415,Mr.,Jason,K,Jones,Barr,3/9/1997,male,19,B+,62.4,"5' 9"""
416,Mr.,Owen,M,Jones,Hall,7/11/2006,male,10,O+,38.5,"4' 3"""
417,Mr.,Aaron,G,Herron,Freeland,4/24/1999,male,17,O+,51.7,"5' 7"""
418,Mr.,Reginald,M,Debord,Prejean,10/7/1995,male,21,B+,94.7,"5' 8"""
419,Mr.,William,S,Harris,Foote,7/7/2001,male,15,B+,66.2,"6' 0"""
420,Mr.,Vernon,M,Lee,Najera,3/22/2000,male,16,O-,45.9,"5' 9"""
421,Dr.,Barry,L,Rice,Roland,1/4/2005,male,11,A+,27.1,"5' 2"""
422,Mr.,Ken,W,Young,Derby,2/26/2003,male,13,O+,70.8,"5' 5"""
423,Mr.,Robert,M,Crawford,Davis,5/11/1997,male,19,O+,65.3,"6' 1"""
424,Mr.,James,J,Jones,Leach,7/4/1996,male,20,O-,75.8,"5' 5"""
425,Dr.,Joseph,L,Johnson,Bethea,4/16/2006,male,10,O+,33.7,"5' 0"""
426,Mr.,Thomas,D,Larson,Deforge,6/9/2008,male,8,O+,23.5,"4' 7"""
427,Mr.,Walter,M,Graham,Smith,12/12/2008,male,7,O+,23.8,"4' 4"""
428,Mr.,William,M,Wilson,Bouck,11/21/2000,male,16,B+,78.9,"5' 7"""
429,Mr.,Miguel,M,Martin,Alcantar,11/15/2011,male,5,A-,18.9,"3' 3"""
430,Mr.,Alfredo,M,Hamilton,Weaver,10/19/2006,male,10,B-,48.5,"4' 6"""
431,Mr.,Michael,J,Boyd,Treadwell,4/20/2012,male,4,B+,14.3,"3' 6"""
432,Mr.,David,L,Harmon,Grantham,3/8/1994,male,22,O+,67.5,"6' 0"""
433,Mr.,Timothy,J,Dougherty,Lussier,3/2/2004,male,12,O-,33.2,"5' 0"""
434,Mr.,Jeffrey,S,Bailey,Langley,4/22/1999,male,17,O+,66.4,"6' 2"""
435,Mr.,Juan,N,Webb,Tate,5/15/2000,male,16,A-,84.3,"5' 9"""
436,Mr.,Brian,E,Rosales,Lavigne,3/15/1999,male,17,O+,82.6,"6' 0"""
437,Mr.,John,H,Beaton,Helsley,3/15/2008,male,8,O+,20.0,"3' 11"""
438,Mr.,Mark,E,Waller,Piatt,4/21/2005,male,11,O-,44.5,"4' 9"""
439,Mr.,David,J,Vanderpool,Long,3/2/1996,male,20,A+,75.1,"5' 10"""
440,Mr.,Mark,N,Tobar,Jackson,12/11/2003,male,12,A+,30.1,"5' 3"""
441,Mr.,Kevin,D,White,Weinberger,3/18/1998,male,18,O+,94.8,"6' 0"""
442,Mr.,David,T,Nadel,Barnes,3/27/2013,male,3,A+,11.9,"3' 5"""
443,Mr.,George,L,Maney,Quintanilla,1/20/2006,male,10,A+,26.8,"4' 7"""
444,Mr.,Paul,M,Andre,Delaney,3/8/2013,male,3,O+,11.0,"3' 3"""
445,Mr.,Russell,D,Lopez,Cooper,8/6/1997,male,19,O+,64.9,"6' 2"""
446,Mr.,William,C,Johnson,Stull,4/21/2005,male,11,A+,46.1,"4' 6"""
447,Mr.,Felix,D,Fallon,Glenn,10/29/2007,male,9,O+,35.8,"4' 3"""
448,Mr.,Frank,H,Martinez,Bradley,9/14/2013,male,3,B+,13.3,"3' 2"""
449,Mr.,Ronnie,T,Bryson,Ferguson,8/29/2014,male,2,O+,11.8,"2' 9"""
450,Mr.,Alex,K,Roberts,Sayers,2/5/2004,male,12,O+,49.8,"4' 6"""
451,Mr.,Michael,C,Jacobs,Smothers,3/15/1995,male,21,A+,77.5,"5' 6"""
452,Mr.,Brent,E,Ward,Browne,8/21/2011,male,5,B+,18.0,"3' 7"""
453,Mr.,Douglas,L,Richardson,Thompson,2/13/2009,male,7,A+,18.4,"4' 1"""
454,Mr.,Randy,L,Leach,Weiss,8/27/2000,male,16,A+,69.9,"5' 9"""
455,Mr.,Kip,J,Depp,Pond,10/13/2012,male,4,O+,17.1,"3' 8"""
456,Mr.,Benjamin,M,Kee,Trautman,2/24/2012,male,4,O+,18.1,"3' 7"""
457,Mr.,Kelly,R,Flake,Doran,3/8/2014,male,2,O+,10.0,"2' 9"""
458,Mr.,Robert,D,Wilhelm,Foster,6/16/1996,male,20,A+,69.3,"6' 3"""
459,Mr.,Jason,D,Halloran,Ware,8/31/2001,male,15,O+,81.5,"5' 4"""
460,Mr.,Samuel,C,Clements,Valencia,6/30/2007,male,9,B+,39.5,"4' 3"""
461,Mr.,James,E,Armenta,Harvey,7/27/2014,male,2,O+,14.7,"2' 10"""
462,Mr.,Jason,P,Joyner,Spencer,6/7/1995,male,21,O+,99.7,"6' 1"""
463,Mr.,Kenneth,M,Faulks,Levey,6/10/2008,male,8,O+,34.3,"4' 6"""
464,Mr.,Henry,V,Vega,Bradford,11/29/2001,male,14,AB+,73.4,"5' 7"""
465,Mr.,Jerry,D,Jones,Fike,12/25/1994,male,21,O+,95.9,"5' 6"""
466,Mr.,James,D,Torres,Green,10/4/2003,male,13,O+,60.0,"4' 10"""
467,Mr.,Jack,L,Miller,Smith,5/3/1997,male,19,O+,65.1,"5' 5"""
468,Mr.,Scott,P,Ruiz,Hoard,9/4/1998,male,18,B+,96.9,"5' 8"""
469,Mr.,Carl,K,Nicoletti,Snyder,4/8/2007,male,9,O+,33.0,"4' 9"""
470,Mr.,Richard,L,Hower,Walker,7/25/2011,male,5,B+,20.7,"3' 5"""
471,Mr.,Bernie,R,Morrison,Grange,2/21/1998,male,18,B+,73.0,"6' 1"""
472,Mr.,Joseph,M,Brake,Unger,2/6/2014,male,2,A+,14.0,"2' 11"""
473,Mr.,Darin,B,Owings,Hicks,9/2/1995,male,21,O+,59.0,"5' 11"""
474,Mr.,Cleo,R,Via,Garnett,6/7/1997,male,19,A+,55.5,"5' 6"""
475,Mr.,William,L,Roderick,Warden,6/27/1994,male,22,B+,98.8,"6' 0"""
476,Mr.,Zachary,L,Farmer,Downs,3/31/2001,male,15,A-,57.4,"5' 4"""
477,Mr.,Gary,K,Frey,Koch,11/17/2002,male,14,A+,48.8,"5' 3"""
478,Mr.,Elmer,C,House,Ward,4/19/2013,male,3,O+,17.9,"2' 11"""
479,Mr.,Kevin,E,Johnson,Clifford,12/30/1997,male,18,O+,53.3,"5' 9"""
480,Mr.,Martin,O,Haffner,Kenny,4/30/1997,male,19,A+,67.6,"5' 8"""
481,Mr.,Gilbert,K,Jackson,Frazier,11/25/1996,male,19,B+,64.5,"5' 9"""
482,Mr.,Lance,K,Martinez,Ortiz,7/1/2014,male,2,A+,13.4,"2' 11"""
483,Mr.,Brian,S,Soriano,Haycraft,9/12/1999,male,17,A+,81.5,"6' 2"""
484,Mr.,Dana,J,Mosley,Aldrich,2/10/2000,male,16,AB-,47.7,"5' 10"""
485,Mr.,Todd,M,Rogers,Conley,3/2/2000,male,16,A+,77.4,"5' 10"""
486,Mr.,Jerald,A,Wilcox,Varela,3/26/2006,male,10,O+,39.4,"4' 7"""
487,Mr.,Martin,S,Kohler,Little,1/25/2000,male,16,A+,85.7,"5' 5"""
488,Mr.,Ray,J,Macaulay,Guzik,2/4/2009,male,7,O+,18.6,"4' 1"""
489,Mr.,Gerald,K,McCollum,Hannah,3/8/2005,male,11,O+,36.2,"4' 9"""
490,Mr.,Gerard,P,McCann,Carmen,2/19/2009,male,7,A+,28.1,"4' 2"""
491,Mr.,Rodney,M,Gomez,Edwards,9/12/1997,male,19,O+,78.7,"6' 0"""
492,Mr.,Joel,M,Miller,Clark,8/6/1994,male,22,O-,100.2,"5' 9"""
493,Mr.,Stephen,S,Malone,Fountain,8/13/2014,male,2,A-,13.5,"2' 9"""
494,Mr.,Anthony,J,Gonzalez,Finnell,12/31/1994,male,21,A+,66.6,"5' 8"""
495,Mr.,Thomas,W,Lueras,Williams,4/4/2003,male,13,AB+,36.8,"5' 4"""
496,Mr.,Larry,M,Barragan,Williams,12/18/2000,male,15,O+,45.7,"5' 1"""
497,Mr.,Jose,C,Hare,Rodgers,7/2/2006,male,10,O+,43.8,"4' 2"""
498,Dr.,Emil,B,Armwood,Lewis,11/28/1995,male,20,B-,79.9,"6' 3"""
499,Mr.,Adrian,D,Washington,Miers,10/27/2011,male,5,O+,17.7,"3' 6"""
500,Mr.,Sol,R,Seitz,Barber,12/15/2009,male,6,O+,28.0,"3' 10"""
501,Mr.,Chester,A,Laplant,Collins,4/13/2012,male,4,B+,16.4,"3' 3"""
502,Mr.,Kevin,J,Mack,Pearson,6/3/2001,male,15,O+,77.6,"5' 5"""
503,Mr.,Charles,A,Holbrook,Montgomery,8/29/2007,male,9,O+,41.7,"4' 8"""
504,Mr.,Wilbur,A,Navarro,Ehrhardt,2/12/1995,male,21,O+,74.4,"6' 0"""
505,Mr.,Paul,S,Dukes,Ervin,4/4/2005,male,11,AB+,51.8,"4' 10"""
506,Mr.,Stephan,G,Edwards,Leclair,11/14/2012,male,4,O+,14.6,"3' 7"""
507,Mr.,Ernest,M,Carter,Dowdy,11/2/2004,male,12,B+,47.6,"5' 1"""
508,Mr.,Tyler,P,Sherman,Boucher,3/2/2005,male,11,O-,26.2,"5' 1"""
509,Mr.,Ernest,T,Jones,Cox,11/9/2011,male,5,A+,14.4,"3' 5"""
510,Mr.,Allan,M,Spear,Lowery,6/26/2005,male,11,A+,40.1,"5' 2"""
511,Mr.,Bryant,L,Moran,Nichols,6/4/2008,male,8,O+,30.2,"4' 7"""
512,Mr.,Paul,E,Azure,Yount,10/6/1998,male,18,O+,89.7,"5' 10"""
513,Mr.,Chad,M,Nelson,Erwin,7/22/1998,male,18,B+,62.7,"5' 6"""
514,Mr.,Ernest,J,Brickley,Buckles,11/28/2009,male,6,B+,19.2,"4' 0"""
515,Mr.,Joseph,D,Lawhorn,Evans,3/13/2010,male,6,B+,22.5,"3' 8"""
516,Mr.,Thomas,K,Vinson,Walters,1/23/2007,male,9,A+,28.4,"4' 0"""
517,Mr.,David,J,Richardson,Ross,4/17/1998,male,18,B+,90.9,"6' 0"""
518,Mr.,Michael,R,Adams,Gallagher,7/17/1997,male,19,AB+,69.0,"6' 2"""
519,Mr.,Thomas,R,Patterson,Meriwether,12/24/1996,male,19,O-,80.3,"5' 7"""
520,Mr.,Brian,S,Ely,Collins,5/18/1998,male,18,B+,54.9,"5' 11"""
521,Mr.,Joe,A,Schultz,Knox,2/20/1995,male,21,O+,91.8,"6' 3"""
522,Mr.,Rickey,L,Burns,Grindle,10/14/2013,male,3,O+,15.4,"3' 4"""
523,Mr.,Bruce,J,Norris,Wingfield,8/15/2007,male,9,O+,33.5,"4' 6"""
524,Mr.,Robert,R,Moser,Villarreal,6/22/1995,male,21,O+,64.0,"5' 11"""
525,Mr.,Kelvin,C,Flores,Brown,3/25/1997,male,19,A+,65.7,"5' 9"""
526,Mr.,Harold,B,Dreiling,McElveen,1/16/2011,male,5,A+,18.7,"3' 8"""
527,Mr.,Victor,M,Rose,Russell,1/24/2001,male,15,AB+,63.4,"5' 4"""
528,Mr.,Randal,A,Lefever,Okeefe,8/22/2000,male,16,O+,59.4,"5' 7"""
529,Mr.,John,C,Montgomery,Dodge,12/13/2007,male,8,A+,21.8,"4' 7"""
530,Mr.,Paul,K,Williams,McMillian,8/28/1996,male,20,O+,57.0,"5' 8"""
531,Mr.,Cory,D,Barbosa,Godinez,9/30/2007,male,9,O+,41.4,"4' 0"""
532,Mr.,Johnnie,G,Johnson,Carpino,8/26/2004,male,12,O+,29.3,"4' 7"""
533,Mr.,Eric,W,Batiste,Mabry,6/25/2012,male,4,A+,13.0,"3' 6"""
534,Mr.,Wesley,H,McPherson,Roy,5/30/2010,male,6,O+,22.0,"4' 0"""
535,Mr.,David,D,Castillo,Preston,12/13/2007,male,8,B+,24.5,"4' 5"""
536,Mr.,Eric,T,Phillips,Johnson,3/25/1995,male,21,AB+,76.3,"6' 2"""
537,Mr.,Joseph,C,Hernandez,Sandlin,1/18/1999,male,17,AB-,59.7,"5' 7"""
538,Mr.,James,E,Vega,Payton,6/13/2011,male,5,O+,23.3,"3' 9"""
539,Mr.,Michael,N,Cendejas,Fried,4/8/1994,male,22,A+,79.6,"5' 9"""
540,Mr.,Dannie,T,Tsang,Chappell,6/19/2008,male,8,B+,37.9,"3' 11"""
541,Mr.,David,E,Ross,Miller,8/31/2010,male,6,A-,24.1,"3' 11"""
542,Mr.,Timothy,T,Lampley,Spitler,7/19/1999,male,17,O+,75.3,"5' 4"""
543,Mr.,Loren,D,Carr,Murray,8/31/2000,male,16,O+,69.5,"5' 9"""
544,Mr.,John,L,Lister,Jackson,7/11/1995,male,21,B+,66.5,"5' 8"""
545,Mr.,David,M,Rivas,Jones,7/14/2014,male,2,A+,15.3,"2' 9"""
546,Dr.,Jeffrey,K,Bravo,Uribe,4/25/1998,male,18,AB+,89.9,"6' 2"""
547,Mr.,David,S,Nichols,Peck,8/2/1998,male,18,O+,72.9,"6' 2"""
548,Mr.,Ryan,A,Francois,Duhon,8/4/1995,male,21,A+,101.2,"6' 1"""
549,Mr.,David,P,Harrison,Ernst,2/4/2009,male,7,AB+,21.3,"4' 0"""
550,Mr.,David,A,Storer,Fisher,10/27/1999,male,17,A+,67.1,"5' 10"""
551,Mr.,Williams,S,Jones,Ford,5/9/1998,male,18,B+,89.4,"5' 5"""
552,Mr.,Michael,B,Torres,Kaplan,7/31/2001,male,15,A-,57.0,"5' 2"""
553,Mr.,Bruce,A,Driver,Gutierrez,6/25/2011,male,5,B+,14.5,"3' 8"""
554,Mr.,Roland,I,Pompey,Paquette,7/9/2013,male,3,O+,13.0,"3' 1"""
555,Mr.,Robert,E,McCall,Blood,11/2/2014,male,2,O+,10.7,"2' 8"""
556,Mr.,Henry,M,Young,Graves,10/5/2012,male,4,AB+,20.1,"3' 2"""
557,Mr.,James,A,Burt,Payne,2/16/2005,male,11,O+,42.3,"4' 9"""
558,Mr.,Dennis,A,Bennett,Cooke,10/15/2005,male,11,B+,45.0,"4' 9"""
559,Mr.,Donte,M,McCrea,Stone,1/25/1998,male,18,O+,53.7,"5' 8"""
560,Mr.,John,M,Erickson,Riner,12/17/2000,male,15,O+,63.0,"5' 5"""
561,Mr.,Rocky,T,Ledford,Cline,7/8/2014,male,2,A+,11.8,"2' 11"""
562,Mr.,Juan,M,Duran,Ruiz,10/17/2007,male,9,AB+,43.1,"4' 4"""
563,Mr.,Joe,T,Weller,Swink,8/17/2002,male,14,B+,55.6,"5' 3"""
564,Mr.,Roy,H,Yopp,Dews,5/26/1995,male,21,A+,109.7,"5' 10"""
565,Mr.,Clarence,M,Hill,Sheehan,1/29/2005,male,11,A+,56.7,"4' 10"""
566,Mr.,Oscar,K,Williams,Fleming,6/17/2007,male,9,O-,42.7,"4' 9"""
567,Mr.,William,R,Crow,Sawyer,5/24/2010,male,6,B+,19.1,"3' 8"""
568,Mr.,Christopher,V,Edwards,Porter,8/16/1994,male,22,B+,85.9,"5' 7"""
