Number,Gender,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Age,BloodType,Kilograms,FeetInches
279,female,Mrs.,Denise,L,Day,Burt,5/11/2007,9,O+,36.3,"4' 4"""
280,female,Ms.,Maryalice,C,Brown,Boykins,3/11/2003,13,A+,52.3,"5' 5"""
281,female,Mrs.,Margaret,G,Price,Watson,6/12/2012,4,A+,18.8,"3' 3"""
282,female,Mrs.,Hazel,B,Romo,Phillips,1/21/2005,11,O+,43.7,"4' 4"""
283,female,Ms.,Antoinette,P,Reece,Martinez,12/8/2001,14,B+,66.9,"5' 2"""
284,female,Mrs.,Venita,J,Gaines,Sanders,9/13/2006,10,O+,42.9,"4' 6"""
285,female,Ms.,Dawn,W,Brown,Washington,5/15/2008,8,A+,31.4,"4' 1"""
286,female,Mrs.,Natasha,P,Steele,Price,10/22/2001,15,O+,52.8,"5' 4"""
287,female,Ms.,Donna,C,Jefferson,Martin,1/18/2003,13,A+,58.9,"4' 11"""
288,female,Ms.,Emma,G,Joyner,Silva,8/31/2013,3,O-,15.7,"3' 0"""
289,female,Mrs.,Doris,P,Dean,Perez,3/18/2002,14,O+,50.9,"5' 3"""
290,female,Dr.,Gisele,D,Mackie,Childers,9/6/2012,4,AB+,16.7,"3' 3"""
291,female,Ms.,Lois,R,Crews,Sutton,6/20/2000,16,A+,48.8,"5' 0"""
292,female,Mrs.,Myrna,B,Allen,Wilson,2/6/2013,3,B+,16.9,"2' 11"""
293,female,Mrs.,Marjorie,D,To,Redmon,2/22/2012,4,O+,14.6,"3' 6"""
294,female,Mrs.,Rachel,M,Townsend,Dennie,12/14/2001,14,AB+,43.9,"5' 2"""
295,female,Mrs.,Lillian,C,Whitman,James,1/16/1995,21,A+,71.8,"5' 8"""
296,female,Mrs.,Jessica,R,London,Bolding,2/8/2009,7,B+,17.9,"4' 4"""
297,female,Ms.,Stacy,B,Brown,Ziegler,5/28/2001,15,A+,58.9,"5' 1"""
298,female,Mrs.,Barbara,T,Janney,Barker,9/12/2005,11,O+,55.3,"4' 10"""
299,female,Mrs.,Elissa,R,Marshall,Cuthbert,11/4/2002,14,O+,40.3,"4' 11"""
300,female,Ms.,Tamika,A,Hamlin,Gonzales,4/16/1994,22,O+,79.3,"5' 1"""
301,female,Ms.,Sara,D,Ortega,Flores,5/6/2009,7,O+,27.4,"3' 10"""
302,female,Ms.,Jeanette,J,Williams,Leflore,12/11/2007,8,O+,35.4,"3' 11"""
303,female,Ms.,Lisa,E,Vargo,Barnett,9/20/2002,14,A+,76.3,"4' 11"""
304,female,Ms.,Linda,J,Kuhn,Lira,3/6/1994,22,A+,66.8,"5' 4"""
305,female,Ms.,Candace,M,Clark,Merryman,2/11/2014,2,A+,13.3,"2' 10"""
306,female,Mrs.,Beverly,T,Doll,Suzuki,12/4/2004,11,O-,56.0,"4' 11"""
307,female,Mrs.,Willie,R,Wright,Fenton,7/27/1997,19,O+,67.7,"4' 11"""
308,female,Ms.,Shannon,J,Jordan,Jones,3/15/2011,5,O+,15.7,"3' 6"""
309,female,Mrs.,Octavia,T,Walters,Hancock,9/1/2009,7,A+,24.3,"4' 0"""
310,female,Ms.,Maybelle,J,Galindo,Trudeau,11/30/2010,5,O+,23.9,"3' 8"""
311,female,Mrs.,Kimberly,R,Ferry,Briggs,6/8/2003,13,O-,42.2,"5' 5"""
312,female,Ms.,Kristin,M,Jones,Ritter,2/3/2004,12,O+,41.8,"5' 0"""
313,female,Ms.,Ruby,M,Razo,Pennington,7/30/2008,8,O-,31.1,"4' 0"""
314,female,Ms.,Molly,S,Jackson,Giles,8/18/1996,20,B+,51.4,"5' 3"""
315,female,Ms.,Maria,O,Barbee,Lamm,11/26/1996,19,O+,83.4,"5' 4"""
316,female,Ms.,Kelly,M,Forde,Perry,5/14/2002,14,A+,57.9,"4' 11"""
317,female,Mrs.,Harriet,J,Dumont,Joseph,7/8/1998,18,A+,70.7,"5' 8"""
318,female,Ms.,Lynn,C,Soule,Myres,9/18/1995,21,O+,94.0,"5' 8"""
319,female,Ms.,Cheryl,R,Sherrick,Lee,12/27/2013,2,O+,14.3,"2' 7"""
320,female,Mrs.,Belle,R,Estrella,Waller,12/26/1998,17,A+,83.5,"5' 4"""
321,female,Ms.,Sandra,L,McNeal,Hermanson,2/24/2008,8,B+,26.2,"4' 7"""
322,female,Ms.,Ruby,M,Horton,Broussard,9/26/2011,5,A+,20.4,"3' 3"""
323,female,Mrs.,Laurel,P,Ornelas,Mangold,10/12/2006,10,A+,24.5,"4' 2"""
324,female,Ms.,Virginia,G,Meeks,Dixon,7/30/2004,12,A+,48.6,"4' 9"""
325,female,Mrs.,Maria,A,Riley,Boyd,1/10/2011,5,A+,20.0,"3' 6"""
326,female,Mrs.,Joan,F,Somerville,Crockett,1/28/1996,20,A+,61.5,"5' 6"""
327,female,Ms.,Shirley,L,Spangler,Rosenbaum,1/4/1999,17,B+,87.0,"4' 11"""
328,female,Ms.,Evelyn,S,Tharpe,Loney,2/27/2004,12,B+,57.5,"5' 0"""
329,female,Ms.,Marjorie,G,Wyatt,Davis,8/4/2010,6,O+,24.5,"3' 10"""
330,female,Ms.,Letha,B,Friday,Callahan,7/18/2012,4,O-,18.0,"3' 7"""
331,female,Mrs.,Bessie,A,Levey,Francis,1/4/2014,2,O+,10.8,"3' 0"""
332,female,Ms.,Kimberly,T,Carter,Maldonado,2/6/2008,8,B+,28.2,"3' 11"""
333,female,Ms.,Shelley,A,Isenberg,Castro,3/20/2003,13,A+,46.0,"4' 9"""
334,female,Ms.,Tammy,M,Sussman,Hart,1/2/1994,22,A+,60.7,"5' 2"""
335,female,Mrs.,Lydia,J,Medina,Konen,1/30/2006,10,O-,49.8,"4' 8"""
336,female,Ms.,Georgiana,G,Banks,Warrick,8/17/1995,21,AB+,94.7,"5' 3"""
337,female,Mrs.,Shelby,D,Bueno,Flores,9/13/2011,5,B+,24.7,"3' 9"""
338,female,Ms.,Patricia,J,Alexander,Brooks,2/24/2001,15,O+,52.0,"5' 5"""
339,female,Ms.,Maude,S,Fallon,Henderson,4/16/1996,20,A+,51.5,"5' 6"""
340,female,Mrs.,Monique,L,Latson,Sexton,7/15/2007,9,B+,42.3,"4' 2"""
341,female,Mrs.,Kendra,W,Morin,Pless,6/2/2007,9,A+,33.0,"4' 1"""
342,female,Ms.,Delores,D,Kaspar,Pewitt,8/16/2006,10,O+,44.0,"4' 6"""
343,female,Ms.,Sharon,G,Fuentes,Briscoe,8/22/1998,18,O+,83.0,"5' 4"""
344,female,Ms.,Jill,A,Connell,Woodworth,12/5/1993,22,AB+,88.8,"5' 7"""
345,female,Mrs.,Carol,D,Gooding,McKay,5/23/2001,15,AB+,49.6,"5' 7"""
346,female,Ms.,Paulette,R,Hinson,Gordon,8/24/2001,15,A+,74.3,"4' 11"""
347,female,Ms.,Cindy,J,Oney,Faust,6/10/2005,11,B+,49.3,"4' 4"""
348,female,Ms.,Angela,G,Brunner,Fallis,6/29/2006,10,A+,44.1,"4' 9"""
349,female,Mrs.,Debra,L,Rhee,Lewis,2/28/2010,6,O+,25.4,"3' 10"""
350,female,Dr.,Vivian,T,Alfano,Barber,11/25/2005,10,A+,25.2,"4' 10"""
351,female,Ms.,Deborah,J,Brady,Bingham,8/29/1999,17,AB+,53.0,"5' 1"""
352,female,Ms.,Kathleen,E,Webb,Ruggiero,5/19/1996,20,AB+,52.4,"5' 4"""
353,female,Mrs.,Teresa,M,Gutierrez,Kessel,3/7/2000,16,O-,71.4,"5' 6"""
354,female,Mrs.,Desiree,F,Gain,Gilliland,1/24/2001,15,O+,76.7,"5' 3"""
355,female,Ms.,Penny,M,Sanchez,Russell,3/25/2007,9,B+,32.9,"4' 5"""
356,female,Ms.,Sara,E,Lovejoy,Lewis,5/19/2007,9,O-,24.2,"4' 3"""
357,female,Mrs.,Cynthia,C,Cunningham,Gregory,3/27/2007,9,A+,43.9,"4' 1"""
358,female,Mrs.,Emily,R,Hefner,Mercier,1/10/2000,16,A+,61.3,"5' 8"""
359,female,Mrs.,Linda,W,Holland,Ewing,5/7/2010,6,A+,19.8,"3' 8"""
360,female,Ms.,Silvia,D,Wood,Hernandez,4/6/2006,10,O-,25.7,"4' 8"""
361,female,Ms.,Stacey,R,Morris,Rasmussen,9/23/1997,19,O-,66.3,"5' 5"""
362,female,Ms.,Frankie,M,Vanhoy,Carlson,7/21/2010,6,A+,25.9,"4' 0"""
363,female,Ms.,Opal,B,Bernard,Morris,4/16/2008,8,O+,31.1,"4' 3"""
364,female,Ms.,Dana,R,Armer,Williams,8/7/2008,8,O+,32.0,"4' 4"""
365,female,Ms.,Ruth,J,Caldwell,Jan,12/10/1995,20,B-,68.8,"5' 2"""
366,female,Ms.,Maria,J,Peters,Demaree,2/4/1997,19,O+,63.0,"5' 1"""
367,female,Mrs.,Stephanie,H,Ferguson,Taylor,8/20/2009,7,B+,31.8,"4' 4"""
368,female,Ms.,Kim,R,Sheller,Sturm,6/26/2008,8,A+,33.4,"4' 4"""
369,female,Mrs.,Tracy,D,Kung,Sizemore,9/9/2007,9,B+,21.2,"4' 2"""
370,female,Mrs.,Louise,L,McQueary,Lawrence,3/13/2014,2,O+,9.3,"2' 8"""
371,female,Mrs.,Robin,W,Adkins,Hodge,11/12/2008,8,O+,24.8,"4' 2"""
372,female,Ms.,Winifred,J,Rentz,Clemens,5/19/2003,13,B+,48.6,"5' 4"""
373,female,Mrs.,Suzanne,M,Moore,White,12/12/2010,5,A+,17.5,"3' 10"""
374,female,Mrs.,Deborah,H,Morris,Miller,9/14/2011,5,A+,18.5,"3' 8"""
375,female,Ms.,Deborah,J,Parker,Leach,4/16/1995,21,O+,94.0,"5' 2"""
376,female,Ms.,Melissa,F,Hardy,Freeze,12/17/2003,12,B+,55.5,"4' 7"""
377,female,Ms.,Lorraine,T,Ross,Murguia,3/6/1996,20,O+,56.0,"5' 7"""
378,female,Mrs.,Kaye,G,Mann,Welsch,5/6/1995,21,B+,93.9,"5' 4"""
379,female,Mrs.,Patricia,F,Kelsch,Eastep,7/31/1999,17,O+,43.0,"5' 4"""
380,female,Ms.,Rachel,J,Potter,Williams,2/9/1995,21,O+,50.3,"5' 4"""
381,female,Ms.,Manuela,J,Boland,Peltz,6/6/1995,21,A+,72.3,"5' 2"""
382,female,Mrs.,Leslie,J,Abreu,Bradshaw,1/7/1996,20,B+,86.5,"5' 7"""
383,female,Ms.,Maria,S,Davis,Wilkerson,1/21/2013,3,O+,17.7,"3' 0"""
384,female,Ms.,Juanita,J,Gary,White,11/24/2009,6,A+,21.1,"3' 10"""
385,female,Ms.,Ann,J,Towell,Hale,10/18/2003,13,O+,57.0,"4' 11"""
386,female,Ms.,Geneva,N,Carroll,Widmer,12/7/2006,9,O-,30.5,"4' 3"""
387,female,Mrs.,Virginia,M,Brown,Gonzalez,11/24/2005,10,O+,33.5,"4' 8"""
388,female,Ms.,Julianne,D,Segrest,Minyard,2/17/2001,15,B+,57.8,"5' 1"""
389,female,Mrs.,Josie,D,Barrett,Barnett,6/30/1994,22,AB+,81.5,"5' 2"""
390,female,Mrs.,Kristina,D,Spain,Stephens,4/17/1999,17,A+,63.4,"5' 1"""
391,female,Ms.,Ena,R,Silva,Veliz,4/29/2013,3,O+,16.3,"3' 2"""
392,female,Mrs.,Michelle,F,Scott,Oglesby,6/3/2005,11,A+,33.9,"4' 10"""
393,female,Mrs.,Claire,D,Green,Rentas,10/30/2013,3,B+,16.2,"3' 4"""
394,female,Ms.,Betty,J,Helton,Wayne,11/27/1996,19,A+,87.9,"5' 7"""
395,female,Ms.,Erin,R,Roberts,Gallop,9/23/2006,10,A+,46.0,"4' 3"""
396,female,Ms.,Kellie,J,Fairley,Moorehead,11/3/2006,10,A+,46.7,"4' 3"""
397,female,Mrs.,Evelyn,M,Barbee,McLaughlin,5/16/1997,19,A+,61.6,"5' 2"""
398,female,Ms.,Mary,E,Zurita,Pierce,8/26/2000,16,A-,81.7,"5' 0"""
399,female,Mrs.,Patricia,J,Lowe,Pope,9/10/2003,13,O-,62.7,"5' 1"""
400,female,Mrs.,Christi,L,Wright,Walker,9/27/1994,22,O+,80.2,"5' 6"""
401,female,Mrs.,Willie,J,James,Lopresti,2/17/2011,5,O+,18.5,"3' 7"""
402,female,Mrs.,Bernice,J,Holmes,Young,1/5/2002,14,O+,74.3,"5' 6"""
403,female,Mrs.,Sharon,P,Turner,Chester,4/27/1994,22,A+,47.7,"5' 9"""
404,female,Mrs.,Lavonne,D,Trammell,McKinley,10/31/1997,19,B+,83.4,"5' 1"""
405,female,Ms.,Susan,B,Morgan,Tedesco,10/20/1998,18,O+,62.5,"5' 7"""
406,female,Mrs.,Molly,E,Herring,Davis,7/17/2006,10,O+,24.4,"4' 4"""
407,female,Mrs.,Luella,G,Gilbert,Cornelison,6/10/2014,2,B+,11.8,"2' 8"""
408,female,Mrs.,Tammy,F,Oliver,Sanders,4/18/2002,14,AB+,36.5,"5' 7"""
409,female,Mrs.,Caroline,J,Portwood,Corona,8/6/2014,2,AB+,11.5,"2' 9"""
410,female,Mrs.,Pauline,J,Meekins,Williams,1/11/2011,5,O-,15.7,"3' 8"""
411,female,Ms.,Johanna,J,Walton,Carey,9/9/2003,13,O+,47.0,"5' 2"""
412,female,Dr.,Becky,G,Corley,Powers,12/5/2007,8,B-,24.6,"4' 3"""
413,female,Ms.,Holly,F,Murphy,Snyder,9/16/2010,6,O+,23.3,"4' 0"""
414,female,Mrs.,Joanne,B,Fink,Williams,7/2/2000,16,O+,83.1,"5' 6"""
415,female,Dr.,Sally,J,Farley,Pease,3/2/2008,8,A-,32.4,"4' 2"""
416,male,Mr.,John,P,Briggs,Brousseau,9/26/2005,11,B-,41.8,"4' 4"""
417,female,Ms.,Oralia,L,Scott,Blake,10/8/2001,15,B+,57.0,"5' 4"""
418,female,Mrs.,Mary,J,Brooks,Robbins,1/22/2013,3,A+,14.2,"3' 0"""
419,female,Mrs.,Donna,C,Breazeale,Ray,12/11/1996,19,O+,79.5,"5' 6"""
420,female,Ms.,Paula,C,Crum,Simkins,5/12/1999,17,A+,46.7,"5' 9"""
421,female,Ms.,Josephine,P,Perkins,Plummer,7/15/1995,21,B+,77.8,"5' 3"""
422,female,Mrs.,Patricia,C,Hopkins,Wallace,10/3/2013,3,A+,17.6,"3' 1"""
423,female,Mrs.,Juanita,G,Kyle,Sullivan,4/28/2009,7,A+,32.0,"4' 3"""
424,female,Mrs.,Michele,T,Soltis,Reyes,9/27/1994,22,B+,72.3,"5' 5"""
425,female,Ms.,Mary,F,Currier,Flood,6/16/2008,8,B-,19.8,"4' 2"""
426,female,Ms.,Elizabeth,R,Beauchemin,Holt,7/17/1999,17,A+,69.5,"5' 7"""
427,female,Ms.,Betty,D,Fleshman,Dipietro,12/21/2000,15,O+,39.4,"5' 7"""
428,female,Mrs.,Kathleen,J,Keeney,Guzman,5/1/2012,4,B+,12.5,"3' 1"""
429,female,Mrs.,Stacy,J,Dixon,Johnson,4/15/2009,7,A+,30.2,"3' 10"""
430,female,Ms.,Judith,S,Brewer,Berry,8/20/2006,10,A+,51.9,"4' 3"""
431,female,Mrs.,Peggy,M,Johnson,Haney,10/2/2007,9,B-,44.1,"4' 9"""
432,female,Ms.,Clemencia,M,Hill,Craig,9/22/2006,10,AB+,29.3,"4' 6"""
433,female,Ms.,Laura,C,Venegas,Mika,2/24/1998,18,O+,62.8,"5' 8"""
434,female,Mrs.,Julia,H,Wood,Cortez,6/27/1997,19,O+,69.6,"5' 3"""
435,female,Mrs.,Veronica,G,Mueller,Miller,2/3/1995,21,O+,78.8,"5' 1"""
436,female,Ms.,Nelda,W,Dudley,Hughes,8/3/2007,9,B+,22.0,"4' 9"""
437,female,Ms.,Veda,M,Luck,Parker,11/25/1997,18,O-,56.0,"4' 11"""
438,female,Ms.,Sarah,J,Carrington,Shields,8/2/1994,22,B+,58.8,"5' 9"""
439,female,Mrs.,Susan,R,Hayes,Wright,3/11/2014,2,O+,12.1,"2' 10"""
440,female,Mrs.,Bettie,J,Jefferies,Dewees,9/5/1995,21,O+,94.3,"5' 7"""
441,female,Mrs.,Sadie,R,Dunton,McDonough,5/26/2001,15,O+,46.8,"5' 2"""
442,female,Ms.,Elizabeth,A,Hernandez,Alvarez,2/23/2010,6,O+,23.3,"4' 0"""
443,female,Mrs.,Lisa,M,Moore,Richardson,3/31/1999,17,B+,48.1,"5' 9"""
444,female,Ms.,Tracy,R,Ashley,Carroll,10/20/2005,11,AB+,47.5,"4' 7"""
445,female,Mrs.,Nancy,M,Everett,Hunt,1/4/1997,19,B+,57.9,"5' 8"""
446,female,Ms.,Michelle,A,Deaton,Nelson,10/18/2008,8,B+,36.1,"4' 0"""
447,female,Mrs.,Cheryl,G,Harris,Bennett,1/3/2013,3,B+,17.8,"3' 1"""
448,female,Ms.,Isabel,P,Fritz,Driver,1/20/2004,12,O+,64.1,"4' 7"""
449,female,Mrs.,Gloria,R,Vizcarra,Vantassel,7/15/2001,15,O+,67.0,"5' 0"""
450,female,Mrs.,Lissette,S,Kenworthy,Kinder,6/7/1994,22,O+,62.9,"5' 5"""
451,female,Ms.,Eva,G,Carder,Richardson,12/23/2002,13,O+,71.0,"5' 0"""
452,female,Ms.,Liza,J,Stallings,Thomson,10/9/1994,22,O+,59.9,"5' 9"""
453,female,Ms.,Doris,N,Wilson,Keeling,8/30/2008,8,O-,31.5,"4' 1"""
454,female,Ms.,Linda,L,Kempf,Medina,2/18/1998,18,O+,79.9,"5' 1"""
455,female,Mrs.,Michelle,J,Armentrout,Nesbit,4/26/2009,7,A+,19.9,"3' 8"""
456,female,Ms.,Imelda,B,Munn,Dickerson,1/12/1996,20,AB+,52.4,"5' 3"""
457,female,Ms.,April,D,Rogers,Warwick,1/9/1999,17,B+,65.1,"5' 5"""
458,female,Dr.,Elizabeth,R,Sherrod,Carr,2/10/1997,19,A+,61.7,"5' 5"""
459,female,Mrs.,Christine,K,Fall,Girard,9/23/2012,4,B+,15.9,"3' 5"""
460,female,Ms.,Doris,E,Frederick,Grogan,4/18/2000,16,AB+,49.2,"5' 5"""
461,female,Ms.,Marjorie,T,Fay,Lee,10/12/2007,9,AB+,22.5,"4' 6"""
462,female,Mrs.,Delores,C,Roth,Farrar,12/1/2000,15,B+,64.3,"4' 11"""
463,female,Ms.,Christina,K,Booth,Walker,6/28/1999,17,B+,69.4,"5' 5"""
464,female,Ms.,Irma,W,Davis,Elliott,3/4/2007,9,O+,31.6,"4' 4"""
465,female,Ms.,Barbara,C,Coker,Lease,10/19/2000,16,B+,61.4,"5' 4"""
466,female,Mrs.,Karen,M,Henderson,Stolle,6/26/2014,2,O-,12.3,"2' 11"""
467,female,Ms.,Patricia,R,Rolen,Edwards,12/1/2001,14,O+,48.0,"5' 4"""
468,female,Mrs.,Sylvia,C,Hanner,Powers,8/12/1996,20,O-,74.9,"5' 1"""
469,female,Ms.,Margie,R,Allen,Speed,7/1/1995,21,O+,75.5,"5' 9"""
470,female,Ms.,Pauline,R,Chapman,Baeza,6/19/2007,9,B+,42.5,"4' 8"""
471,female,Mrs.,Kristina,M,Santiago,Johnson,1/16/2010,6,B-,17.9,"3' 9"""
472,female,Mrs.,Stephanie,J,Wilson,Banda,11/8/2013,3,B+,13.6,"2' 11"""
473,female,Ms.,Sarah,M,Brown,Folks,8/3/2013,3,O+,13.1,"3' 1"""
474,female,Ms.,Kathy,R,Harriss,Stutts,9/22/2008,8,B+,32.5,"4' 1"""
475,female,Mrs.,Vera,J,Ruiz,Martin,2/25/2002,14,O+,44.8,"5' 7"""
476,female,Mrs.,Mia,E,Redmond,Tillery,4/1/2008,8,B+,22.3,"4' 4"""
477,female,Mrs.,Bridget,J,Clay,Hamler,5/2/2001,15,O+,54.1,"5' 3"""
478,female,Mrs.,Barbara,T,Madison,Cruz,2/9/2013,3,A-,17.3,"3' 0"""
479,female,Ms.,Lori,E,Cornelius,Toney,7/25/1995,21,A+,90.8,"5' 1"""
480,female,Ms.,Joyce,R,Wallace,Rodgers,12/31/2009,6,O+,24.6,"4' 0"""
481,female,Ms.,Shirley,G,McKenzie,Steele,4/26/2013,3,B-,15.3,"3' 2"""
482,female,Mrs.,Elizabeth,J,Walker,Haner,12/17/2010,5,B+,17.8,"3' 4"""
483,female,Mrs.,Lori,C,George,Carneal,1/23/2010,6,B+,19.4,"4' 0"""
484,female,Mrs.,Lashonda,J,Hecker,Hall,1/20/2007,9,O+,29.7,"4' 4"""
485,female,Ms.,Allyson,F,Iverson,Ryan,5/28/2009,7,O-,23.3,"4' 2"""
486,female,Mrs.,Vivian,S,Gomes,Gentry,10/31/2006,10,AB+,45.3,"4' 7"""
487,female,Ms.,Joyce,G,Rauscher,Hill,11/3/2014,2,AB-,14.0,"2' 7"""
488,female,Ms.,Vicki,R,Price,Moore,7/6/1999,17,A+,65.0,"5' 7"""
489,female,Ms.,Donna,D,Miles,Barbera,2/25/2014,2,A+,10.9,"2' 9"""
490,female,Mrs.,Doris,D,Buchanan,Williams,10/30/2003,13,B+,58.4,"4' 11"""
491,female,Mrs.,Tabitha,L,Jackson,Lemieux,2/28/2007,9,O+,24.7,"4' 2"""
492,female,Mrs.,Lynda,R,Vickers,Gibson,1/22/2007,9,O+,44.2,"4' 3"""
493,female,Ms.,Keisha,H,Christy,Ortiz,3/30/2010,6,O+,23.0,"3' 7"""
494,female,Ms.,Amanda,W,Lewis,Anderson,8/7/2006,10,B+,47.7,"4' 7"""
495,female,Mrs.,Amy,E,Mixon,Keck,6/7/2006,10,O+,28.9,"4' 9"""
496,female,Mrs.,Courtney,M,Barrios,Davis,5/13/2005,11,A+,49.8,"4' 9"""
497,female,Ms.,Joan,W,Washington,Nichols,1/29/2013,3,A+,12.9,"3' 3"""
498,female,Mrs.,Tara,J,Catanzaro,Montgomery,5/1/2003,13,O+,71.6,"5' 5"""
499,female,Ms.,Jill,M,Downard,Hill,10/22/2000,16,A-,80.3,"5' 7"""
500,female,Ms.,Carmen,J,Brasher,Garcia,7/30/1997,19,O+,56.4,"5' 7"""
501,female,Ms.,Julianne,C,Hoff,Clark,8/25/2009,7,O-,22.2,"3' 10"""
502,female,Ms.,Sheila,K,Currier,Cotter,7/24/2009,7,O+,23.2,"4' 3"""
503,female,Ms.,Laura,L,Pratt,Flint,5/7/2010,6,B+,28.6,"3' 10"""
504,female,Ms.,Ruth,E,Bowden,Wingfield,4/6/1999,17,B+,72.4,"5' 1"""
505,female,Mrs.,Dakota,R,Brown,Kleinschmidt,6/29/1994,22,B+,71.6,"5' 7"""
506,female,Mrs.,Theo,W,Frigo,Canaday,9/19/2003,13,B+,58.9,"4' 10"""
507,female,Ms.,Lilliam,F,Kollman,Borders,10/9/2005,11,O+,30.3,"4' 4"""
508,female,Mrs.,Ramona,S,Taliaferro,Vue,11/9/2003,13,B+,69.9,"5' 2"""
509,female,Ms.,Karen,J,Elder,Wilcher,12/5/1997,18,O+,84.2,"5' 3"""
510,female,Ms.,Carmen,J,Carr,Henderson,4/5/2011,5,B+,16.8,"3' 3"""
511,female,Ms.,Pearl,H,Gibson,Medina,9/13/2001,15,B+,45.3,"4' 11"""
512,female,Mrs.,Patricia,S,Ramos,Coleman,7/16/2011,5,O+,14.2,"3' 5"""
513,female,Mrs.,Lucy,C,Dixon,Scott,9/22/2012,4,O+,18.9,"3' 2"""
514,female,Mrs.,Opal,E,Novak,Sanchez,5/1/2006,10,O+,50.3,"4' 2"""
515,female,Mrs.,Guadalupe,W,Dunham,Peterson,6/6/2004,12,A-,31.3,"5' 5"""
516,female,Ms.,Mary,G,Howell,Wells,6/14/2014,2,O+,9.7,"2' 9"""
517,female,Ms.,Mavis,B,Robinson,Buckley,4/3/2008,8,B+,34.2,"4' 2"""
518,female,Ms.,Carolyn,D,Dunn,Barnett,10/11/1996,20,O+,47.7,"5' 6"""
519,female,Ms.,Alice,A,Pearson,Moran,6/13/2001,15,O+,49.8,"5' 9"""
520,female,Mrs.,Nellie,A,Gonzales,Harris,2/20/2007,9,O+,25.1,"4' 5"""
521,female,Mrs.,Helen,R,Gutierrez,Glover,11/10/2005,11,O+,52.7,"5' 1"""
522,female,Ms.,Jodi,G,Lachance,Santos,7/16/2001,15,O+,75.3,"5' 4"""
523,female,Mrs.,Lisa,T,Gilman,Lamb,12/26/1994,21,A+,96.7,"5' 3"""
524,female,Mrs.,Nancy,H,Smith,Paladino,4/29/2006,10,O+,38.3,"4' 5"""
525,female,Ms.,Laura,W,Stickles,Yim,5/22/1999,17,O+,48.0,"5' 4"""
526,female,Mrs.,Chelsea,E,Taylor,Blum,6/23/2006,10,A+,32.6,"4' 8"""
527,female,Ms.,Pamela,J,Crowder,Miller,12/28/2010,5,O+,14.3,"3' 6"""
528,female,Ms.,Beth,D,Field,Scott,12/20/1994,21,A+,80.1,"5' 3"""
529,female,Ms.,Michelle,C,Mason,Sharpe,1/19/1998,18,O+,71.3,"5' 0"""
530,female,Ms.,Karen,T,Collins,Dickey,1/24/2006,10,O+,35.9,"4' 8"""
531,female,Ms.,Beulah,W,Villanueva,Young,10/12/2001,15,O+,77.8,"4' 11"""
532,female,Mrs.,Tara,J,Madsen,Kelley,10/18/2000,16,A+,71.6,"5' 1"""
533,female,Mrs.,Holly,K,Lee,White,5/9/2005,11,A+,30.2,"5' 0"""
534,female,Mrs.,Alice,M,Duron,Overby,8/23/1997,19,A+,76.6,"5' 5"""
535,female,Ms.,Deanna,C,Taylor,Brown,4/16/2000,16,A+,46.5,"5' 3"""
536,female,Ms.,Susan,P,Pascual,Scarborough,7/30/2007,9,O+,43.8,"4' 2"""
537,female,Ms.,Mary,W,Torgerson,Dickenson,4/3/2010,6,A+,25.3,"3' 10"""
538,female,Ms.,Rebecca,S,Gee,Moreno,2/2/1994,22,O-,82.5,"5' 9"""
539,female,Ms.,Marsha,M,Smith,Green,12/18/2010,5,B+,16.1,"3' 8"""
540,female,Ms.,Terrie,E,Spencer,Watt,2/22/2014,2,O+,11.5,"2' 10"""
541,female,Ms.,Kathleen,R,Wiggins,Moore,4/24/1997,19,O-,86.6,"5' 8"""
542,female,Mrs.,Zenobia,M,Perez,Lucas,6/26/1995,21,O+,65.5,"5' 1"""
543,female,Mrs.,Karen,S,Jordan,Harbuck,7/3/2005,11,B-,45.9,"4' 11"""
544,female,Mrs.,Mary,R,Hudson,Baker,10/17/2001,15,O+,40.0,"5' 0"""
545,male,Mr.,Robert,L,Blaha,Dockery,6/13/2001,15,A+,76.1,"6' 0"""
546,female,Mrs.,Charlotte,D,Mazza,Hooker,7/6/2001,15,A+,50.4,"4' 11"""
547,female,Ms.,Katie,M,Black,Mackinnon,7/28/2003,13,O+,44.2,"5' 0"""
548,female,Ms.,Angela,J,Meehan,Boston,5/20/2012,4,O+,14.4,"3' 1"""
549,female,Ms.,Jacqueline,L,Vega,Jacobson,10/9/2009,7,B+,29.2,"3' 9"""
550,female,Ms.,Stephanie,M,Terry,Dunn,6/18/2014,2,B+,10.8,"2' 7"""
551,female,Mrs.,Elizabeth,M,Pompey,Ramirez,4/28/2002,14,O+,49.1,"5' 7"""
552,female,Mrs.,Melissa,P,Woodard,Smith,7/2/1994,22,O+,70.6,"5' 1"""
553,female,Mrs.,Hope,B,Ulrich,Phillips,11/16/1996,20,O+,77.4,"5' 2"""
554,female,Mrs.,Camille,W,Butler,Trotman,11/10/2006,10,B+,42.8,"4' 8"""
555,female,Mrs.,Candace,E,Smith,Williams,7/1/1998,18,B+,84.3,"5' 8"""
556,female,Ms.,Susan,J,Brown,Dennis,4/24/1997,19,A+,83.2,"5' 7"""
557,female,Mrs.,Tiffany,C,Crowley,Gasser,6/26/2006,10,O+,35.0,"4' 7"""
